               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.010533,           0.0087026,           0.0094295,              0.8985,             0.95689,             0.97826,             0.85269,           0.0046425,            0.002501,           0.0021353,            0.004951,            0.004951,            0.004951
                 155,            0.014053,           0.0086619,            0.010753,             0.90074,              0.9327,             0.97247,             0.83152,           0.0046256,           0.0029343,            0.003212,            0.004918,            0.004918,            0.004918
                 156,             0.01033,           0.0087936,           0.0079489,             0.87034,             0.91557,             0.96004,             0.85259,            0.004292,           0.0027037,           0.0043907,            0.004885,            0.004885,            0.004885
                 157,            0.010693,           0.0082906,            0.007932,             0.90997,             0.93443,             0.98523,              0.8582,           0.0043104,           0.0024199,           0.0032301,            0.004852,            0.004852,            0.004852
                 158,            0.010523,           0.0086629,           0.0079388,             0.90034,              0.9211,             0.98241,              0.8434,           0.0045191,           0.0023603,           0.0029588,            0.004819,            0.004819,            0.004819
                 159,            0.010324,            0.008287,           0.0095987,             0.90193,             0.90796,             0.97273,             0.86843,           0.0044054,           0.0024883,           0.0028791,            0.004786,            0.004786,            0.004786
                 160,            0.011471,            0.008627,           0.0094822,             0.92212,             0.90811,             0.96861,             0.88349,           0.0045385,           0.0023186,           0.0027609,            0.004753,            0.004753,            0.004753
                 161,            0.011443,           0.0085366,            0.013124,             0.93405,             0.91721,             0.96535,             0.84448,           0.0044206,           0.0023685,           0.0024233,             0.00472,             0.00472,             0.00472
                 162,             0.01179,           0.0085286,           0.0086138,             0.91746,             0.94083,             0.96417,             0.87812,           0.0043708,           0.0024555,           0.0019493,            0.004687,            0.004687,            0.004687
                 163,            0.011602,           0.0082421,           0.0084379,             0.96174,             0.93138,             0.98051,             0.88516,           0.0038581,           0.0024719,           0.0020208,            0.004654,            0.004654,            0.004654
                 164,            0.015163,           0.0087202,             0.01222,             0.91751,              0.9509,             0.97847,             0.89733,            0.004134,           0.0023283,           0.0021062,            0.004621,            0.004621,            0.004621
                 165,            0.012172,           0.0087532,           0.0081635,             0.93073,             0.94672,             0.98382,             0.86626,           0.0039302,           0.0024493,           0.0018144,            0.004588,            0.004588,            0.004588
                 166,            0.011751,           0.0082448,           0.0089794,             0.93671,             0.89276,             0.98553,             0.88238,           0.0039059,           0.0024644,           0.0028687,            0.004555,            0.004555,            0.004555
                 167,            0.011453,           0.0081183,           0.0095308,              0.9252,             0.91101,             0.98532,             0.89326,           0.0047932,           0.0023126,           0.0027103,            0.004522,            0.004522,            0.004522
                 168,             0.01027,           0.0083394,           0.0077186,             0.91588,             0.92639,              0.9643,             0.87176,           0.0043102,           0.0023013,           0.0033884,            0.004489,            0.004489,            0.004489
                 169,            0.011947,           0.0084786,           0.0085995,             0.90335,             0.95074,             0.96854,             0.87228,           0.0043208,            0.002089,           0.0023336,            0.004456,            0.004456,            0.004456
                 170,            0.014186,           0.0083951,            0.012618,             0.90544,             0.92628,             0.96748,             0.87758,           0.0041564,           0.0026982,           0.0025277,            0.004423,            0.004423,            0.004423
                 171,            0.010115,           0.0081284,           0.0080493,             0.93844,             0.94596,             0.98919,             0.87591,           0.0042337,           0.0025808,           0.0020828,             0.00439,             0.00439,             0.00439
                 172,            0.011002,           0.0082228,           0.0096534,             0.96615,             0.94692,             0.98947,             0.86293,           0.0042104,           0.0023721,           0.0016208,            0.004357,            0.004357,            0.004357
                 173,            0.011831,           0.0086834,            0.010301,             0.87891,             0.91914,             0.94422,             0.87229,           0.0050804,           0.0024338,           0.0028796,            0.004324,            0.004324,            0.004324
                 174,            0.011308,            0.008588,           0.0095343,             0.76311,             0.83832,             0.84968,             0.76435,           0.0046794,           0.0027173,           0.0066051,            0.004291,            0.004291,            0.004291
                 175,           0.0097521,           0.0083548,           0.0090774,             0.89472,             0.96636,              0.9856,              0.8921,           0.0038519,           0.0021336,           0.0021033,            0.004258,            0.004258,            0.004258
                 176,           0.0091564,            0.008143,           0.0069331,             0.89712,             0.95407,             0.97203,             0.88101,           0.0038875,           0.0021235,           0.0019379,            0.004225,            0.004225,            0.004225
                 177,             0.01276,           0.0089461,            0.012953,             0.92624,             0.96435,             0.98153,             0.89881,           0.0039971,           0.0021263,           0.0020466,            0.004192,            0.004192,            0.004192
                 178,            0.012904,           0.0078728,            0.010642,             0.93467,             0.90391,             0.96141,             0.87395,           0.0038921,           0.0022154,           0.0029688,            0.004159,            0.004159,            0.004159
                 179,            0.011485,           0.0080522,           0.0077424,               0.917,             0.93526,             0.97445,             0.88341,            0.003724,           0.0024026,           0.0027781,            0.004126,            0.004126,            0.004126
                 180,            0.016248,           0.0083527,            0.010745,             0.91427,             0.92427,             0.97809,             0.87251,           0.0038226,           0.0026047,           0.0026884,            0.004093,            0.004093,            0.004093
                 181,             0.01281,           0.0081441,            0.010308,             0.87873,             0.94446,             0.98088,              0.8643,           0.0039899,           0.0024253,           0.0026379,             0.00406,             0.00406,             0.00406
                 182,            0.010278,           0.0078267,           0.0095969,             0.93126,             0.91185,             0.96978,             0.88022,           0.0038439,           0.0022412,           0.0022192,            0.004027,            0.004027,            0.004027
                 183,             0.01077,           0.0080509,            0.010702,             0.86487,             0.92215,             0.96476,             0.88307,           0.0038681,           0.0022766,           0.0032225,            0.003994,            0.003994,            0.003994
                 184,           0.0092745,           0.0081877,           0.0078309,              0.9146,             0.92347,             0.98699,             0.90677,           0.0037004,           0.0021508,           0.0027962,            0.003961,            0.003961,            0.003961
                 185,            0.010142,           0.0083503,           0.0077448,             0.93768,             0.91033,             0.97984,             0.91574,           0.0037056,           0.0020989,           0.0028725,            0.003928,            0.003928,            0.003928
                 186,            0.010095,           0.0086156,           0.0080642,             0.92951,             0.94192,             0.97813,             0.89342,           0.0038437,           0.0019324,           0.0020494,            0.003895,            0.003895,            0.003895
                 187,           0.0093435,           0.0083634,           0.0073411,             0.87036,             0.92389,             0.97043,              0.9022,           0.0044486,            0.002093,           0.0026584,            0.003862,            0.003862,            0.003862
                 188,            0.012953,           0.0087995,           0.0097047,             0.87497,             0.90448,             0.94186,             0.85851,           0.0043302,           0.0024872,            0.004487,            0.003829,            0.003829,            0.003829
                 189,            0.013089,           0.0080311,            0.010349,             0.93511,               0.902,             0.97939,             0.88635,           0.0037279,           0.0023111,           0.0026159,            0.003796,            0.003796,            0.003796
                 190,           0.0099016,           0.0079436,           0.0075461,              0.9384,             0.88011,             0.97978,             0.84655,           0.0042606,           0.0023027,           0.0035324,            0.003763,            0.003763,            0.003763
                 191,           0.0094199,           0.0081053,           0.0063091,             0.92035,             0.90569,             0.97521,             0.89564,           0.0038243,           0.0022845,           0.0026445,             0.00373,             0.00373,             0.00373
                 192,           0.0091208,           0.0080147,           0.0061636,              0.9417,             0.93598,             0.97418,             0.88579,            0.004131,           0.0022779,           0.0016842,            0.003697,            0.003697,            0.003697
                 193,            0.011397,            0.007827,           0.0077316,              0.9658,             0.92184,             0.97651,             0.84865,           0.0042786,           0.0023871,           0.0015435,            0.003664,            0.003664,            0.003664
                 194,            0.013531,           0.0081739,            0.011917,             0.93301,             0.92845,             0.97147,             0.86359,            0.003984,           0.0023311,           0.0019655,            0.003631,            0.003631,            0.003631
                 195,           0.0090498,           0.0083282,           0.0075481,             0.95356,             0.93871,              0.9746,             0.88473,           0.0037281,           0.0023529,           0.0015984,            0.003598,            0.003598,            0.003598
                 196,            0.011529,            0.007673,           0.0084486,             0.97554,             0.93482,             0.98679,             0.86665,           0.0037931,           0.0024205,           0.0014014,            0.003565,            0.003565,            0.003565
                 197,            0.010258,           0.0077058,           0.0070584,             0.93403,             0.95434,             0.98393,             0.89985,           0.0040348,            0.002474,           0.0016899,            0.003532,            0.003532,            0.003532
                 198,            0.010035,           0.0082189,           0.0086556,             0.95239,             0.94717,             0.98646,             0.89417,           0.0036129,           0.0024308,           0.0015941,            0.003499,            0.003499,            0.003499
                 199,            0.011864,           0.0082558,           0.0089882,              0.9351,             0.96651,             0.98454,             0.91058,           0.0037999,           0.0022275,           0.0017314,            0.003466,            0.003466,            0.003466
                 200,            0.010429,           0.0071432,           0.0074158,             0.93739,             0.93569,             0.97082,             0.89557,           0.0038173,           0.0020501,           0.0018992,            0.003433,            0.003433,            0.003433
                 201,           0.0090697,           0.0080861,           0.0070601,              0.9629,              0.9497,             0.97591,             0.89623,            0.003867,           0.0021603,           0.0017834,              0.0034,              0.0034,              0.0034
                 202,            0.013239,           0.0078587,           0.0099136,              0.9078,             0.89358,             0.96063,             0.88394,           0.0037586,            0.002393,           0.0038776,            0.003367,            0.003367,            0.003367
                 203,           0.0095318,           0.0082238,           0.0071808,              0.9316,             0.93242,             0.96998,             0.90272,           0.0038937,           0.0025312,           0.0024285,            0.003334,            0.003334,            0.003334
                 204,            0.011742,           0.0075891,           0.0094019,             0.92933,             0.90369,             0.98558,             0.86414,           0.0038495,            0.002337,           0.0026436,            0.003301,            0.003301,            0.003301
                 205,           0.0094518,            0.007622,           0.0063843,             0.91477,              0.9243,             0.98586,             0.90345,           0.0037531,           0.0021747,           0.0026064,            0.003268,            0.003268,            0.003268
                 206,            0.009037,           0.0074476,           0.0073039,             0.93589,             0.94121,             0.97601,             0.89272,           0.0038206,           0.0021766,           0.0019927,            0.003235,            0.003235,            0.003235
                 207,           0.0085736,           0.0076754,            0.007545,             0.93736,             0.91934,             0.97617,             0.90743,           0.0036763,           0.0022858,           0.0021839,            0.003202,            0.003202,            0.003202
                 208,             0.01031,           0.0077308,           0.0092122,             0.94469,             0.92804,             0.98675,              0.9099,           0.0034766,           0.0023112,           0.0024595,            0.003169,            0.003169,            0.003169
                 209,            0.012213,           0.0078472,           0.0075363,             0.95901,             0.93904,             0.98816,             0.88323,           0.0036301,           0.0023127,           0.0020361,            0.003136,            0.003136,            0.003136
                 210,            0.010004,           0.0073614,           0.0066491,             0.95833,             0.94177,             0.97919,             0.90391,            0.003638,           0.0022582,           0.0019565,            0.003103,            0.003103,            0.003103
                 211,            0.009099,           0.0079107,            0.006963,              0.9491,             0.93233,               0.975,             0.89404,            0.003724,           0.0023099,           0.0018096,             0.00307,             0.00307,             0.00307
                 212,            0.011457,           0.0078279,           0.0071361,             0.92035,             0.93455,             0.96749,             0.87806,           0.0040291,           0.0024555,           0.0020137,            0.003037,            0.003037,            0.003037
                 213,            0.011197,           0.0080937,            0.011017,             0.93249,             0.92013,             0.96484,             0.87903,           0.0037638,           0.0024348,           0.0020628,            0.003004,            0.003004,            0.003004
                 214,           0.0093816,           0.0074167,           0.0066158,             0.92823,             0.91182,             0.96997,             0.88767,           0.0035898,           0.0021892,           0.0025649,            0.002971,            0.002971,            0.002971
                 215,           0.0086756,           0.0077756,           0.0073526,             0.95364,             0.90038,             0.97437,             0.89984,           0.0035555,           0.0021268,           0.0026941,            0.002938,            0.002938,            0.002938
                 216,           0.0087679,           0.0077642,           0.0067302,             0.93969,               0.921,             0.98799,             0.90661,           0.0035039,           0.0021309,           0.0025315,            0.002905,            0.002905,            0.002905
                 217,            0.010078,           0.0077129,           0.0070936,               0.952,             0.95272,             0.98719,              0.8966,           0.0035799,           0.0022601,           0.0018563,            0.002872,            0.002872,            0.002872
                 218,            0.011806,           0.0076651,           0.0072117,             0.92827,             0.92525,             0.96756,              0.8799,           0.0037986,           0.0023817,           0.0020933,            0.002839,            0.002839,            0.002839
                 219,           0.0089931,            0.007921,           0.0058379,             0.94758,             0.94051,             0.97535,             0.89339,           0.0035261,           0.0021741,           0.0020642,            0.002806,            0.002806,            0.002806
                 220,            0.010422,            0.007722,           0.0083666,             0.93302,             0.94712,             0.96906,             0.89496,           0.0035741,           0.0021111,           0.0017428,            0.002773,            0.002773,            0.002773
                 221,           0.0095403,           0.0078298,           0.0095675,             0.95049,             0.93043,             0.97175,             0.89649,           0.0035483,           0.0021426,           0.0014794,             0.00274,             0.00274,             0.00274
                 222,           0.0086047,           0.0077462,           0.0058588,             0.94189,             0.92829,             0.96816,             0.90091,           0.0035943,           0.0023035,            0.001862,            0.002707,            0.002707,            0.002707
                 223,           0.0085482,           0.0077541,           0.0068467,             0.92091,             0.96705,             0.98043,             0.89776,           0.0035491,           0.0023759,            0.001523,            0.002674,            0.002674,            0.002674
                 224,           0.0076428,           0.0071426,           0.0049351,             0.92146,             0.96747,             0.98708,             0.90965,           0.0033863,           0.0024689,           0.0016508,            0.002641,            0.002641,            0.002641
                 225,            0.010867,            0.007618,           0.0086571,             0.92617,             0.95712,             0.98946,             0.92078,           0.0034214,           0.0021504,           0.0015399,            0.002608,            0.002608,            0.002608
                 226,            0.012831,           0.0073013,           0.0069769,             0.91315,             0.92438,             0.96915,             0.90435,           0.0036201,           0.0021379,           0.0021458,            0.002575,            0.002575,            0.002575
                 227,            0.010083,             0.00787,           0.0064508,             0.87087,             0.91394,             0.97358,             0.89782,           0.0035683,           0.0023124,           0.0029702,            0.002542,            0.002542,            0.002542
                 228,           0.0094301,           0.0070927,           0.0078923,             0.91531,             0.91856,             0.96899,             0.90606,           0.0035463,           0.0022587,           0.0025618,            0.002509,            0.002509,            0.002509
                 229,           0.0097659,           0.0076482,           0.0066693,             0.93315,             0.92882,             0.96787,             0.89693,            0.003641,            0.002391,            0.002212,            0.002476,            0.002476,            0.002476
                 230,             0.01057,           0.0075624,            0.008385,             0.91937,             0.96033,             0.98039,             0.90051,           0.0033759,           0.0023198,           0.0018704,            0.002443,            0.002443,            0.002443
                 231,            0.012974,           0.0071181,           0.0078864,             0.91837,              0.9727,             0.98125,             0.89693,           0.0033063,           0.0022027,           0.0019268,             0.00241,             0.00241,             0.00241
                 232,           0.0084398,           0.0077288,           0.0068293,             0.95422,             0.96283,             0.97993,             0.89515,           0.0033744,            0.002274,            0.001802,            0.002377,            0.002377,            0.002377
                 233,           0.0099287,           0.0079479,           0.0093501,             0.96118,             0.97203,             0.98184,             0.90713,           0.0033136,           0.0022543,            0.001551,            0.002344,            0.002344,            0.002344
                 234,           0.0083012,           0.0078184,           0.0059541,             0.93641,             0.96788,             0.97676,             0.89034,           0.0034072,           0.0023239,           0.0016079,            0.002311,            0.002311,            0.002311
                 235,            0.013241,           0.0078849,           0.0087008,             0.95526,             0.95542,             0.97779,             0.89862,           0.0035508,           0.0021424,           0.0018158,            0.002278,            0.002278,            0.002278
                 236,           0.0088022,           0.0072449,           0.0063932,             0.95028,             0.96456,              0.9789,             0.89805,           0.0035119,           0.0022742,           0.0019059,            0.002245,            0.002245,            0.002245
                 237,           0.0088004,           0.0073048,           0.0088265,             0.94831,             0.95622,             0.98439,             0.90457,           0.0035332,           0.0022456,           0.0016592,            0.002212,            0.002212,            0.002212
                 238,            0.010112,           0.0075358,           0.0058101,               0.929,             0.93897,             0.97994,             0.90113,           0.0039593,           0.0021729,           0.0018415,            0.002179,            0.002179,            0.002179
                 239,           0.0095929,           0.0073631,           0.0083035,             0.91773,             0.94889,             0.97625,             0.90615,           0.0038325,           0.0021936,           0.0019801,            0.002146,            0.002146,            0.002146
                 240,            0.010447,           0.0074465,           0.0075565,             0.96646,             0.92774,             0.98635,             0.91066,           0.0035926,           0.0020255,           0.0017598,            0.002113,            0.002113,            0.002113
                 241,           0.0088616,           0.0071982,           0.0056812,             0.93309,             0.93429,             0.97982,             0.91783,           0.0036695,            0.002189,           0.0024886,             0.00208,             0.00208,             0.00208
                 242,           0.0095946,           0.0073381,           0.0058161,             0.94562,             0.90247,             0.98433,             0.91395,           0.0035301,           0.0020194,           0.0024409,            0.002047,            0.002047,            0.002047
                 243,           0.0099789,           0.0079118,           0.0081571,             0.92713,             0.92555,             0.97235,              0.9089,           0.0034938,           0.0019497,           0.0020697,            0.002014,            0.002014,            0.002014
                 244,           0.0085657,           0.0075298,           0.0069306,             0.90891,             0.92843,             0.96998,             0.90948,           0.0035047,           0.0020282,           0.0023303,            0.001981,            0.001981,            0.001981
                 245,            0.010145,           0.0071716,           0.0053343,             0.95221,              0.9398,             0.98443,             0.91735,           0.0033071,           0.0020465,           0.0015967,            0.001948,            0.001948,            0.001948
                 246,           0.0083081,           0.0070564,           0.0064422,             0.93842,             0.93931,             0.98556,             0.91135,           0.0033404,            0.002112,           0.0015919,            0.001915,            0.001915,            0.001915
                 247,           0.0086948,           0.0073421,           0.0057724,             0.94599,             0.94243,             0.98736,             0.90309,           0.0033752,           0.0020918,            0.001514,            0.001882,            0.001882,            0.001882
                 248,           0.0094292,           0.0075951,           0.0078857,              0.9624,             0.95814,             0.98508,             0.89964,           0.0033302,           0.0020641,           0.0013626,            0.001849,            0.001849,            0.001849
                 249,            0.011071,           0.0073121,           0.0051458,             0.94698,             0.95389,             0.97492,             0.89824,           0.0034216,           0.0020204,           0.0013571,            0.001816,            0.001816,            0.001816
                 250,           0.0075884,           0.0068847,           0.0055829,              0.9568,             0.94278,             0.97544,             0.90814,           0.0035356,           0.0021017,           0.0015073,            0.001783,            0.001783,            0.001783
                 251,           0.0096275,           0.0071636,           0.0061049,             0.93979,             0.95154,             0.97493,             0.90263,           0.0035191,           0.0021289,           0.0014629,             0.00175,             0.00175,             0.00175
                 252,           0.0086487,            0.007043,           0.0053476,             0.95051,             0.96185,             0.97428,             0.90659,           0.0035294,           0.0020997,           0.0012665,            0.001717,            0.001717,            0.001717
                 253,            0.011404,           0.0068569,           0.0086702,             0.96007,              0.9726,             0.98626,             0.90683,           0.0034052,            0.002054,           0.0010999,            0.001684,            0.001684,            0.001684
                 254,           0.0093787,           0.0077505,           0.0068473,             0.96216,             0.96237,             0.98437,             0.90686,           0.0034572,           0.0020645,           0.0012293,            0.001651,            0.001651,            0.001651
                 255,           0.0095155,            0.006789,           0.0054671,             0.95242,             0.96663,             0.98298,             0.91019,           0.0033458,           0.0021412,           0.0013981,            0.001618,            0.001618,            0.001618
                 256,            0.008551,           0.0071122,           0.0044173,             0.95147,              0.9681,             0.98218,             0.91784,           0.0032937,           0.0021558,           0.0013833,            0.001585,            0.001585,            0.001585
                 257,           0.0079662,           0.0072093,           0.0056161,               0.954,              0.9645,             0.98462,              0.9087,           0.0033595,           0.0021515,           0.0013709,            0.001552,            0.001552,            0.001552
                 258,           0.0079254,            0.007051,           0.0061054,             0.94772,             0.97904,             0.98606,             0.90855,           0.0034377,           0.0022378,           0.0012329,            0.001519,            0.001519,            0.001519
                 259,           0.0097489,           0.0066852,           0.0078889,             0.94884,             0.97706,             0.98698,             0.91061,           0.0035911,           0.0021842,           0.0011605,            0.001486,            0.001486,            0.001486
                 260,           0.0078026,           0.0068991,           0.0066631,              0.9542,             0.96553,                0.99,             0.90841,           0.0035355,           0.0021909,           0.0012354,            0.001453,            0.001453,            0.001453
                 261,            0.011117,           0.0068363,            0.010711,             0.95568,             0.97289,             0.98486,              0.8987,           0.0034278,           0.0021701,           0.0013161,             0.00142,             0.00142,             0.00142
                 262,           0.0080398,           0.0069104,            0.007061,             0.94465,             0.96979,             0.98323,             0.90613,           0.0033501,            0.002047,           0.0013242,            0.001387,            0.001387,            0.001387
                 263,           0.0070554,             0.00704,           0.0044068,             0.96212,             0.97126,             0.98615,             0.91409,           0.0033917,           0.0019841,           0.0012136,            0.001354,            0.001354,            0.001354
                 264,           0.0074018,           0.0069948,            0.005237,               0.968,             0.96803,             0.98615,             0.91091,             0.00333,           0.0019929,           0.0012066,            0.001321,            0.001321,            0.001321
                 265,           0.0080851,           0.0067701,           0.0068346,              0.9619,             0.96882,             0.98416,             0.91252,            0.003283,           0.0020596,           0.0011708,            0.001288,            0.001288,            0.001288
                 266,           0.0071712,           0.0070431,           0.0048906,             0.96143,              0.9644,             0.98374,             0.90206,            0.003373,           0.0020965,           0.0012178,            0.001255,            0.001255,            0.001255
                 267,           0.0088668,           0.0073089,           0.0065674,              0.9567,              0.9717,             0.98337,             0.89985,           0.0033509,           0.0020574,           0.0012312,            0.001222,            0.001222,            0.001222
                 268,           0.0072693,           0.0068751,           0.0056473,             0.94919,             0.97351,             0.98019,             0.90552,             0.00333,           0.0020889,            0.001456,            0.001189,            0.001189,            0.001189
                 269,           0.0088886,           0.0069125,           0.0048476,             0.95183,             0.96478,             0.97841,             0.90524,            0.003295,           0.0020833,           0.0014532,            0.001156,            0.001156,            0.001156
                 270,           0.0081544,           0.0072064,           0.0043981,             0.95405,             0.97226,             0.97978,             0.90414,           0.0033255,           0.0020806,           0.0013549,            0.001123,            0.001123,            0.001123
                 271,           0.0083096,           0.0067081,           0.0066601,             0.96533,             0.95994,             0.98179,             0.90339,           0.0034024,           0.0021043,           0.0012288,             0.00109,             0.00109,             0.00109
                 272,           0.0071624,           0.0068577,            0.005063,             0.96696,             0.94175,             0.97481,             0.90785,           0.0034778,           0.0021461,           0.0012414,            0.001057,            0.001057,            0.001057
                 273,           0.0069197,           0.0070253,           0.0045132,             0.95331,             0.97049,             0.98329,             0.90223,           0.0034007,            0.002046,           0.0010958,            0.001024,            0.001024,            0.001024
                 274,           0.0078915,           0.0068083,           0.0053454,             0.96255,             0.96901,             0.98309,             0.90928,           0.0033611,           0.0019946,           0.0010964,            0.000991,            0.000991,            0.000991
                 275,           0.0082779,           0.0070697,            0.008168,             0.96316,             0.96523,              0.9824,              0.9036,             0.00337,            0.002008,           0.0011394,            0.000958,            0.000958,            0.000958
                 276,           0.0077869,           0.0072064,           0.0068821,             0.96129,             0.96484,             0.98378,             0.91126,           0.0033291,            0.002006,           0.0011907,            0.000925,            0.000925,            0.000925
                 277,           0.0074997,           0.0072376,           0.0057639,             0.97031,             0.94496,              0.9758,             0.91235,           0.0033859,           0.0020173,           0.0012634,            0.000892,            0.000892,            0.000892
                 278,           0.0071423,           0.0071607,           0.0054046,              0.9688,              0.9423,              0.9772,             0.91143,           0.0034024,           0.0020354,            0.001222,            0.000859,            0.000859,            0.000859
                 279,           0.0080901,           0.0066356,           0.0050156,             0.96317,             0.94562,             0.97694,             0.90892,           0.0033946,           0.0020888,           0.0012947,            0.000826,            0.000826,            0.000826
                 280,            0.010139,           0.0067877,           0.0059332,             0.96583,             0.95395,             0.98701,             0.91273,           0.0033497,           0.0020937,           0.0012032,            0.000793,            0.000793,            0.000793
                 281,           0.0084187,           0.0068509,           0.0073167,             0.96322,             0.96181,             0.98692,             0.91621,            0.003264,           0.0020488,           0.0011446,             0.00076,             0.00076,             0.00076
                 282,           0.0070139,            0.006348,           0.0063582,             0.97705,             0.94988,             0.98674,             0.91343,           0.0033269,           0.0020556,           0.0011885,            0.000727,            0.000727,            0.000727
                 283,            0.010232,           0.0074891,           0.0078013,             0.97743,             0.95382,               0.986,             0.91027,           0.0033563,           0.0020759,           0.0011914,            0.000694,            0.000694,            0.000694
                 284,           0.0073291,           0.0065846,           0.0061011,             0.97454,             0.94552,             0.97417,             0.90692,           0.0033856,           0.0020919,           0.0012059,            0.000661,            0.000661,            0.000661
                 285,           0.0078552,           0.0064141,           0.0046376,             0.95676,             0.95172,             0.97629,             0.91198,           0.0033775,           0.0021137,           0.0011373,            0.000628,            0.000628,            0.000628
                 286,            0.012022,           0.0071477,           0.0060848,             0.96468,             0.94402,              0.9751,             0.90872,           0.0032798,           0.0021118,           0.0012317,            0.000595,            0.000595,            0.000595
                 287,           0.0094974,           0.0064905,           0.0066464,             0.95102,             0.96036,             0.98575,              0.9055,           0.0032663,           0.0021129,           0.0013826,            0.000562,            0.000562,            0.000562
                 288,            0.008474,           0.0067218,           0.0063173,             0.94588,             0.96674,             0.98514,             0.91307,           0.0031637,           0.0021215,            0.001467,            0.000529,            0.000529,            0.000529
                 289,           0.0078961,           0.0066908,           0.0053879,             0.94664,             0.96877,             0.98514,             0.91723,           0.0031343,           0.0020739,           0.0014083,            0.000496,            0.000496,            0.000496
                 290,            0.007558,           0.0066117,           0.0072034,             0.95266,             0.96542,              0.9867,              0.9171,           0.0032013,           0.0020376,           0.0011683,            0.000463,            0.000463,            0.000463
                 291,           0.0079082,           0.0066268,           0.0038773,             0.96217,             0.96158,             0.98693,              0.9157,           0.0031833,           0.0020089,           0.0011392,             0.00043,             0.00043,             0.00043
                 292,            0.006972,           0.0067574,           0.0053147,             0.96049,             0.95876,             0.98673,             0.91548,           0.0032144,           0.0020223,           0.0011518,            0.000397,            0.000397,            0.000397
                 293,           0.0079537,           0.0066674,           0.0077861,             0.96517,             0.95363,             0.98815,              0.9167,           0.0032624,           0.0020395,           0.0011365,            0.000364,            0.000364,            0.000364
                 294,            0.011507,           0.0067161,           0.0070707,             0.96624,             0.95269,             0.98759,             0.91713,           0.0031828,             0.00205,           0.0011225,            0.000331,            0.000331,            0.000331
                 295,           0.0081847,           0.0063985,           0.0067814,             0.96893,             0.95192,             0.98759,             0.91758,           0.0031728,           0.0020605,           0.0010903,            0.000298,            0.000298,            0.000298
                 296,           0.0070654,           0.0069458,           0.0041349,             0.95524,              0.9654,             0.98684,              0.9209,           0.0031773,           0.0020635,           0.0010908,            0.000265,            0.000265,            0.000265
                 297,           0.0062929,           0.0070017,           0.0044996,             0.95722,             0.96696,             0.98663,             0.91743,           0.0032204,           0.0020645,           0.0010583,            0.000232,            0.000232,            0.000232
                 298,           0.0086875,           0.0064841,           0.0064557,              0.9513,             0.97186,             0.98738,             0.91564,           0.0032215,           0.0020673,           0.0010264,            0.000199,            0.000199,            0.000199
                 299,           0.0061337,            0.006551,           0.0043985,             0.94996,             0.97233,             0.98795,             0.92137,           0.0031715,           0.0020605,           0.0010287,            0.000166,            0.000166,            0.000166
